target	context	f_tc	f_t	f_c	pmi
crétin	jeune	1.00	56.00	6.00	3.613328
crétin	demandant	1.00	56.00	1.00	5.405088
crétin	taré	1.00	56.00	1.00	5.405088
crétin	faire	2.00	56.00	191.00	0.845961
crétin	être	7.00	56.00	822.00	0.639257
crétin	gros	1.00	56.00	19.00	2.460649
crétin	mental	1.00	56.00	1.00	5.405088
crétin	appel	1.00	56.00	2.00	4.711940
crétin	film	1.00	56.00	12.00	2.920181
crétin	trouver	1.00	56.00	41.00	1.691516
grenouille	porter	2.00	282.00	10.00	2.179094
grenouille	boa	1.00	282.00	1.00	3.788532
grenouille	pouvoir	2.00	282.00	199.00	-0.811625
grenouille	cuisse	2.00	282.00	2.00	3.788532
grenouille	sel	1.00	282.00	1.00	3.788532
grenouille	oiseau	1.00	282.00	30.00	0.387335
grenouille	devenir	2.00	282.00	24.00	1.303626
grenouille	espace	1.00	282.00	10.00	1.485947
grenouille	libérer	2.00	282.00	4.00	3.095385
grenouille	équipe	1.00	282.00	4.00	2.402238
grenouille	asseoir	1.00	282.00	15.00	1.080482
grenouille	bond	1.00	282.00	1.00	3.788532
grenouille	faune	1.00	282.00	2.00	3.095385
grenouille	grenouille	6.00	282.00	8.00	3.500850
grenouille	grand-duc	1.00	282.00	1.00	3.788532
grenouille	vivant	1.00	282.00	6.00	1.996773
grenouille	manger	2.00	282.00	18.00	1.591308
grenouille	montrer	1.00	282.00	16.00	1.015943
grenouille	Nord	1.00	282.00	6.00	1.996773
grenouille	voyage	2.00	282.00	6.00	2.689920
grenouille	vouloir	3.00	282.00	56.00	0.861793
grenouille	total	1.00	282.00	2.00	3.095385
grenouille	faire	6.00	282.00	191.00	0.328018
grenouille	appeler	1.00	282.00	21.00	0.744010
grenouille	ajouter	1.00	282.00	6.00	1.996773
grenouille	plein	1.00	282.00	11.00	1.390637
grenouille	passer	1.00	282.00	47.00	-0.061615
grenouille	empoisonner	1.00	282.00	1.00	3.788532
grenouille	début	1.00	282.00	11.00	1.390637
grenouille	captivité	1.00	282.00	1.00	3.788532
grenouille	parution	1.00	282.00	1.00	3.788532
grenouille	coléoptère	1.00	282.00	2.00	3.095385
grenouille	contracter	1.00	282.00	1.00	3.788532
grenouille	grue	1.00	282.00	1.00	3.788532
grenouille	servir	2.00	282.00	6.00	2.689920
grenouille	surprendre	1.00	282.00	2.00	3.095385
grenouille	gros	1.00	282.00	19.00	0.844093
grenouille	essayer	1.00	282.00	23.00	0.653038
grenouille	parachute	1.00	282.00	1.00	3.788532
grenouille	redescendre	1.00	282.00	1.00	3.788532
grenouille	année	2.00	282.00	26.00	1.223583
grenouille	tenir	1.00	282.00	3.00	2.689920
grenouille	tropical	1.00	282.00	2.00	3.095385
grenouille	ressembler	1.00	282.00	28.00	0.456328
grenouille	chinois	1.00	282.00	13.00	1.223583
grenouille	faible	1.00	282.00	3.00	2.689920
grenouille	site	1.00	282.00	3.00	2.689920
grenouille	petit	3.00	282.00	44.00	1.102955
grenouille	mourir	2.00	282.00	18.00	1.591308
grenouille	naturel	1.00	282.00	4.00	2.402238
grenouille	état	4.00	282.00	12.00	2.689920
grenouille	prisonnier	1.00	282.00	2.00	3.095385
grenouille	serpent	6.00	282.00	8.00	3.500850
grenouille	biologiste	1.00	282.00	1.00	3.788532
grenouille	mentionner	1.00	282.00	3.00	2.689920
grenouille	pondre	1.00	282.00	1.00	3.788532
grenouille	creuser	1.00	282.00	1.00	3.788532
grenouille	avoir	18.00	282.00	749.00	0.060165
grenouille	modèle	1.00	282.00	12.00	1.303626
grenouille	coyote	1.00	282.00	1.00	3.788532
grenouille	atrazine	1.00	282.00	1.00	3.788532
grenouille	sûr	1.00	282.00	18.00	0.898160
grenouille	ébullition	1.00	282.00	1.00	3.788532
grenouille	département	1.00	282.00	1.00	3.788532
grenouille	temps	1.00	282.00	29.00	0.421236
grenouille	truc	1.00	282.00	8.00	1.709091
grenouille	orteil	1.00	282.00	1.00	3.788532
grenouille	consister	1.00	282.00	1.00	3.788532
grenouille	poisson	1.00	282.00	10.00	1.485947
grenouille	livre	2.00	282.00	9.00	2.284455
grenouille	accoupler	1.00	282.00	1.00	3.788532
grenouille	vol	1.00	282.00	14.00	1.149475
grenouille	ramener	1.00	282.00	7.00	1.842622
grenouille	autour	1.00	282.00	1.00	3.788532
grenouille	tiers	1.00	282.00	2.00	3.095385
grenouille	source	1.00	282.00	4.00	2.402238
grenouille	voir	2.00	282.00	96.00	-0.082669
grenouille	perte	1.00	282.00	1.00	3.788532
grenouille	refaire	1.00	282.00	2.00	3.095385
grenouille	chant	1.00	282.00	11.00	1.390637
grenouille	flèche	1.00	282.00	1.00	3.788532
grenouille	jet	1.00	282.00	2.00	3.095385
grenouille	comprendre	1.00	282.00	16.00	1.015943
grenouille	restoration	1.00	282.00	1.00	3.788532
grenouille	concerner	1.00	282.00	1.00	3.788532
grenouille	est-ce	1.00	282.00	8.00	1.709091
grenouille	constrictor	1.00	282.00	1.00	3.788532
grenouille	former	1.00	282.00	4.00	2.402238
grenouille	grand	1.00	282.00	38.00	0.150946
grenouille	école	1.00	282.00	6.00	1.996773
grenouille	zone	2.00	282.00	13.00	1.916730
grenouille	niveau	1.00	282.00	2.00	3.095385
grenouille	diminuer	1.00	282.00	4.00	2.402238
grenouille	garçon	1.00	282.00	2.00	3.095385
grenouille	envoyer	3.00	282.00	10.00	2.584559
grenouille	façon	1.00	282.00	12.00	1.303626
grenouille	humour	1.00	282.00	1.00	3.788532
grenouille	têtard	5.00	282.00	5.00	3.788532
grenouille	diminution	1.00	282.00	1.00	3.788532
grenouille	encourager	1.00	282.00	1.00	3.788532
grenouille	désert	1.00	282.00	2.00	3.095385
grenouille	technologique	1.00	282.00	1.00	3.788532
grenouille	amphibiens	1.00	282.00	3.00	2.689920
grenouille	humide	1.00	282.00	2.00	3.095385
grenouille	moche	1.00	282.00	1.00	3.788532
grenouille	fort	1.00	282.00	4.00	2.402238
grenouille	cuisine	1.00	282.00	1.00	3.788532
grenouille	surface	1.00	282.00	5.00	2.179094
grenouille	vert	1.00	282.00	8.00	1.709091
grenouille	forme	1.00	282.00	5.00	2.179094
grenouille	autre	1.00	282.00	66.00	-0.401123
grenouille	flore	2.00	282.00	2.00	3.788532
grenouille	connecter	1.00	282.00	9.00	1.591308
grenouille	venir	1.00	282.00	59.00	-0.289005
grenouille	gens	1.00	282.00	39.00	0.124971
grenouille	vue	1.00	282.00	6.00	1.996773
grenouille	dispositif	1.00	282.00	3.00	2.689920
grenouille	rouge	1.00	282.00	12.00	1.303626
grenouille	raison	1.00	282.00	4.00	2.402238
grenouille	queue	1.00	282.00	11.00	1.390637
grenouille	élever	3.00	282.00	11.00	2.489249
grenouille	coati	1.00	282.00	1.00	3.788532
grenouille	partie	1.00	282.00	9.00	1.591308
grenouille	falloir	1.00	282.00	7.00	1.842622
grenouille	coasser	2.00	282.00	2.00	3.788532
grenouille	augmenter	1.00	282.00	5.00	2.179094
grenouille	menacer	3.00	282.00	6.00	3.095385
grenouille	insecte	1.00	282.00	11.00	1.390637
grenouille	déficience	1.00	282.00	1.00	3.788532
grenouille	découvrir	1.00	282.00	9.00	1.591308
grenouille	transformer	4.00	282.00	12.00	2.689920
grenouille	habitat	1.00	282.00	4.00	2.402238
grenouille	disséquer	1.00	282.00	1.00	3.788532
grenouille	amphibien	1.00	282.00	1.00	3.788532
grenouille	population	1.00	282.00	3.00	2.689920
grenouille	suivre	1.00	282.00	7.00	1.842622
grenouille	particulier	1.00	282.00	6.00	1.996773
grenouille	héros	1.00	282.00	1.00	3.788532
grenouille	réunir	1.00	282.00	3.00	2.689920
grenouille	léopard	2.00	282.00	2.00	3.788532
grenouille	mâle	1.00	282.00	2.00	3.095385
grenouille	aigle	3.00	282.00	3.00	3.788532
grenouille	être	11.00	282.00	822.00	-0.525313
grenouille	œuf	6.00	282.00	6.00	3.788532
grenouille	emporter	1.00	282.00	4.00	2.402238
grenouille	aimer	1.00	282.00	11.00	1.390637
grenouille	police	1.00	282.00	12.00	1.303626
grenouille	prince	1.00	282.00	1.00	3.788532
grenouille	anneler	1.00	282.00	1.00	3.788532
grenouille	air	1.00	282.00	17.00	0.955319
grenouille	exposer	1.00	282.00	3.00	2.689920
grenouille	synchroniser	1.00	282.00	1.00	3.788532
grenouille	syndrome	1.00	282.00	1.00	3.788532
grenouille	repartir	1.00	282.00	2.00	3.095385
grenouille	nerf	1.00	282.00	1.00	3.788532
grenouille	observation	1.00	282.00	4.00	2.402238
grenouille	aller	2.00	282.00	120.00	-0.305812
grenouille	projet	1.00	282.00	10.00	1.485947
grenouille	tacheter	3.00	282.00	3.00	3.788532
grenouille	savoir	1.00	282.00	46.00	-0.040109
grenouille	pauvre	1.00	282.00	1.00	3.788532
grenouille	lombaire	1.00	282.00	1.00	3.788532
grenouille	développement	2.00	282.00	5.00	2.872241
grenouille	moyen	1.00	282.00	13.00	1.223583
grenouille	analyser	1.00	282.00	1.00	3.788532
grenouille	adapter	1.00	282.00	8.00	1.709091
grenouille	aspiration	2.00	282.00	2.00	3.788532
grenouille	tétards	1.00	282.00	1.00	3.788532
grenouille	milliard	1.00	282.00	2.00	3.095385
grenouille	sorte	1.00	282.00	16.00	1.015943
grenouille	monde	1.00	282.00	64.00	-0.370351
grenouille	minute	1.00	282.00	8.00	1.709091
grenouille	représenter	2.00	282.00	8.00	2.402238
grenouille	recommencer	1.00	282.00	1.00	3.788532
grenouille	apprendre	1.00	282.00	11.00	1.390637
grenouille	dire	3.00	282.00	99.00	0.292025
grenouille	papillon	2.00	282.00	8.00	2.402238
grenouille	sain	1.00	282.00	1.00	3.788532
grenouille	perception	1.00	282.00	2.00	3.095385
grenouille	protéger	1.00	282.00	5.00	2.179094
grenouille	nombre	1.00	282.00	6.00	1.996773
grenouille	penser	1.00	282.00	29.00	0.421236
grenouille	reproductible	1.00	282.00	1.00	3.788532
grenouille	poivre	1.00	282.00	1.00	3.788532
grenouille	devoir	1.00	282.00	58.00	-0.271911
grenouille	endroit	1.00	282.00	21.00	0.744010
grenouille	immunitaire	1.00	282.00	1.00	3.788532
grenouille	curieux	1.00	282.00	1.00	3.788532
arabe	laisser	1.00	834.00	9.00	0.506981
arabe	cause	1.00	834.00	3.00	1.605594
arabe	pouvoir	12.00	834.00	199.00	-0.104192
arabe	érudit	1.00	834.00	1.00	2.704206
arabe	djihad	1.00	834.00	1.00	2.704206
arabe	gouvernement	4.00	834.00	10.00	1.787915
arabe	profil	1.00	834.00	2.00	2.011059
arabe	autoritaire	1.00	834.00	1.00	2.704206
arabe	devenir	1.00	834.00	24.00	-0.473848
arabe	vallée	1.00	834.00	1.00	2.704206
arabe	mise	1.00	834.00	1.00	2.704206
arabe	train	1.00	834.00	22.00	-0.386837
arabe	masse	2.00	834.00	8.00	1.317912
arabe	banal	1.00	834.00	1.00	2.704206
arabe	tunisien	1.00	834.00	1.00	2.704206
arabe	qualité	1.00	834.00	1.00	2.704206
arabe	mettre	3.00	834.00	36.00	0.219299
arabe	plait	1.00	834.00	1.00	2.704206
arabe	déclencher	1.00	834.00	3.00	1.605594
arabe	arabe	19.00	834.00	20.00	2.652913
arabe	chaine	4.00	834.00	4.00	2.704206
arabe	montrer	3.00	834.00	16.00	1.030229
arabe	mécénat	1.00	834.00	1.00	2.704206
arabe	moderne	1.00	834.00	3.00	1.605594
arabe	ajouter	1.00	834.00	6.00	0.912446
arabe	septième	1.00	834.00	1.00	2.704206
arabe	infime	1.00	834.00	1.00	2.704206
arabe	pensée	1.00	834.00	2.00	2.011059
arabe	présumer	2.00	834.00	2.00	2.704206
arabe	turc	1.00	834.00	1.00	2.704206
arabe	désirer	1.00	834.00	3.00	1.605594
arabe	même	2.00	834.00	27.00	0.101516
arabe	vieux	1.00	834.00	3.00	1.605594
arabe	pauvreté	1.00	834.00	1.00	2.704206
arabe	certain	2.00	834.00	7.00	1.451443
arabe	année	1.00	834.00	26.00	-0.553891
arabe	farsi	1.00	834.00	1.00	2.704206
arabe	puissant	1.00	834.00	4.00	1.317912
arabe	al-jebra	1.00	834.00	1.00	2.704206
arabe	printemps	4.00	834.00	5.00	2.481062
arabe	périphérie	1.00	834.00	1.00	2.704206
arabe	mentionner	1.00	834.00	3.00	1.605594
arabe	revendiquer	1.00	834.00	1.00	2.704206
arabe	existant	1.00	834.00	1.00	2.704206
arabe	latin	3.00	834.00	3.00	2.704206
arabe	régime	1.00	834.00	1.00	2.704206
arabe	arc-en-ciel	1.00	834.00	1.00	2.704206
arabe	ésotérique	1.00	834.00	1.00	2.704206
arabe	enfant	2.00	834.00	17.00	0.564140
arabe	décrire	1.00	834.00	6.00	0.912446
arabe	étrange	1.00	834.00	8.00	0.624764
arabe	compétent	1.00	834.00	1.00	2.704206
arabe	entretenir	1.00	834.00	3.00	1.605594
arabe	piquer	1.00	834.00	1.00	2.704206
arabe	filin	1.00	834.00	1.00	2.704206
arabe	pays	12.00	834.00	27.00	1.893276
arabe	musical	1.00	834.00	3.00	1.605594
arabe	histoire	1.00	834.00	11.00	0.306311
arabe	africain	1.00	834.00	1.00	2.704206
arabe	mathématique	1.00	834.00	2.00	2.011059
arabe	contenir	1.00	834.00	4.00	1.317912
arabe	alimenter	1.00	834.00	3.00	1.605594
arabe	fondation	1.00	834.00	1.00	2.704206
arabe	article	1.00	834.00	2.00	2.011059
arabe	travailleur	1.00	834.00	1.00	2.704206
arabe	temps	1.00	834.00	29.00	-0.663090
arabe	violation	1.00	834.00	1.00	2.704206
arabe	répartir	1.00	834.00	1.00	2.704206
arabe	définir	2.00	834.00	2.00	2.704206
arabe	douzaine	1.00	834.00	2.00	2.011059
arabe	sûr	1.00	834.00	18.00	-0.186166
arabe	familier	1.00	834.00	5.00	1.094768
arabe	femme	2.00	834.00	17.00	0.564140
arabe	impuissant	1.00	834.00	1.00	2.704206
arabe	seul	4.00	834.00	25.00	0.871624
arabe	réactionnaire	1.00	834.00	1.00	2.704206
arabe	équivaloir	1.00	834.00	1.00	2.704206
arabe	imiter	3.00	834.00	4.00	2.416524
arabe	complexité	2.00	834.00	2.00	2.704206
arabe	voir	6.00	834.00	96.00	-0.068383
arabe	mépriser	1.00	834.00	1.00	2.704206
arabe	divertir	1.00	834.00	1.00	2.704206
arabe	réaffirmer	1.00	834.00	1.00	2.704206
arabe	vaste	1.00	834.00	1.00	2.704206
arabe	diffuser	3.00	834.00	3.00	2.704206
arabe	conduire	1.00	834.00	59.00	-1.373332
arabe	provenance	1.00	834.00	1.00	2.704206
arabe	révolte	2.00	834.00	2.00	2.704206
arabe	anglais	2.00	834.00	6.00	1.605594
arabe	impacter	1.00	834.00	1.00	2.704206
arabe	peser	1.00	834.00	2.00	2.011059
arabe	regarder	1.00	834.00	28.00	-0.627999
arabe	organisation	1.00	834.00	2.00	2.011059
arabe	automne	1.00	834.00	1.00	2.704206
arabe	million	1.00	834.00	16.00	-0.068383
arabe	prêter	2.00	834.00	3.00	2.298741
arabe	changer	2.00	834.00	12.00	0.912446
arabe	zone	1.00	834.00	13.00	0.139257
arabe	politique	1.00	834.00	2.00	2.011059
arabe	voix	2.00	834.00	3.00	2.298741
arabe	révéler	3.00	834.00	4.00	2.416524
arabe	sauver	5.00	834.00	11.00	1.915749
arabe	art	1.00	834.00	1.00	2.704206
arabe	vie	1.00	834.00	21.00	-0.340317
arabe	nombreux	1.00	834.00	6.00	0.912446
arabe	gratte-ciels	1.00	834.00	1.00	2.704206
arabe	parfait	1.00	834.00	2.00	2.011059
arabe	signifier	2.00	834.00	5.00	1.787915
arabe	haut	2.00	834.00	6.00	1.605594
arabe	aviser	1.00	834.00	1.00	2.704206
arabe	pression	1.00	834.00	1.00	2.704206
arabe	mot	5.00	834.00	9.00	2.116419
arabe	vue	1.00	834.00	6.00	0.912446
arabe	occidental	3.00	834.00	3.00	2.704206
arabe	Egypte	1.00	834.00	1.00	2.704206
arabe	connecter	1.00	834.00	9.00	0.506981
arabe	comédie	1.00	834.00	1.00	2.704206
arabe	avérer	1.00	834.00	5.00	1.094768
arabe	bon	1.00	834.00	24.00	-0.473848
arabe	gens	3.00	834.00	39.00	0.139257
arabe	rendre	1.00	834.00	16.00	-0.068383
arabe	local	2.00	834.00	8.00	1.317912
arabe	dernier	2.00	834.00	23.00	0.261859
arabe	venir	2.00	834.00	59.00	-0.680184
arabe	réduire	1.00	834.00	6.00	0.912446
arabe	sagesse	1.00	834.00	1.00	2.704206
arabe	personnage	2.00	834.00	3.00	2.298741
arabe	introduire	1.00	834.00	4.00	1.317912
arabe	logique	1.00	834.00	1.00	2.704206
arabe	occupant	2.00	834.00	3.00	2.298741
arabe	but	1.00	834.00	6.00	0.912446
arabe	viser	1.00	834.00	1.00	2.704206
arabe	rouge	1.00	834.00	12.00	0.219299
arabe	diviser	1.00	834.00	1.00	2.704206
arabe	type	2.00	834.00	15.00	0.689303
arabe	famille	1.00	834.00	9.00	0.506981
arabe	nom	2.00	834.00	7.00	1.451443
arabe	compétition	1.00	834.00	2.00	2.011059
arabe	passage	1.00	834.00	1.00	2.704206
arabe	théocratie	1.00	834.00	1.00	2.704206
arabe	contourner	1.00	834.00	2.00	2.011059
arabe	cosmopolite	1.00	834.00	1.00	2.704206
arabe	américain	4.00	834.00	10.00	1.787915
arabe	transformer	1.00	834.00	12.00	0.219299
arabe	quartier	2.00	834.00	5.00	1.787915
arabe	est	3.00	834.00	7.00	1.856908
arabe	particulier	1.00	834.00	6.00	0.912446
arabe	humain	1.00	834.00	18.00	-0.186166
arabe	chien	1.00	834.00	23.00	-0.431288
arabe	commencer	4.00	834.00	33.00	0.593993
arabe	chameau	2.00	834.00	5.00	1.787915
arabe	jeune	1.00	834.00	6.00	0.912446
arabe	or	1.00	834.00	4.00	1.317912
arabe	attention	1.00	834.00	3.00	1.605594
arabe	mois	1.00	834.00	11.00	0.306311
arabe	être	69.00	834.00	822.00	0.226572
arabe	énorme	1.00	834.00	5.00	1.094768
arabe	enseigner	1.00	834.00	3.00	1.605594
arabe	retarder	1.00	834.00	1.00	2.704206
arabe	opprimer	1.00	834.00	1.00	2.704206
arabe	émouvoir	1.00	834.00	1.00	2.704206
arabe	travailler	1.00	834.00	8.00	0.624764
arabe	origine	1.00	834.00	4.00	1.317912
arabe	utilisation	1.00	834.00	5.00	1.094768
arabe	hui	2.00	834.00	14.00	0.758296
arabe	vicieux	1.00	834.00	1.00	2.704206
arabe	frontière	1.00	834.00	3.00	1.605594
arabe	téléphone	1.00	834.00	12.00	0.219299
arabe	illustrer	1.00	834.00	1.00	2.704206
arabe	juif	2.00	834.00	13.00	0.832404
arabe	peau	1.00	834.00	3.00	1.605594
arabe	arrêter	1.00	834.00	19.00	-0.240233
arabe	scanner	1.00	834.00	1.00	2.704206
arabe	place	1.00	834.00	7.00	0.758296
arabe	aboyer	1.00	834.00	1.00	2.704206
arabe	prédire	1.00	834.00	7.00	0.758296
arabe	éradiquer	1.00	834.00	1.00	2.704206
arabe	soir	1.00	834.00	3.00	1.605594
arabe	savoir	1.00	834.00	46.00	-1.124436
arabe	soldat	1.00	834.00	1.00	2.704206
arabe	fleur	1.00	834.00	5.00	1.094768
arabe	question	1.00	834.00	8.00	0.624764
arabe	abord	1.00	834.00	5.00	1.094768
arabe	côté	5.00	834.00	17.00	1.480430
arabe	nationalisme	2.00	834.00	2.00	2.704206
arabe	attendre	3.00	834.00	13.00	1.237869
arabe	recherche	2.00	834.00	8.00	1.317912
arabe	subventionner	1.00	834.00	2.00	2.011059
arabe	prendre	3.00	834.00	66.00	-0.386837
arabe	chaîne	1.00	834.00	1.00	2.704206
arabe	fin	2.00	834.00	15.00	0.689303
arabe	tasawwuf	1.00	834.00	1.00	2.704206
arabe	réclamer	1.00	834.00	1.00	2.704206
arabe	intervenir	1.00	834.00	3.00	1.605594
arabe	allonger	1.00	834.00	1.00	2.704206
arabe	droit	1.00	834.00	6.00	0.912446
arabe	lycée	1.00	834.00	1.00	2.704206
arabe	apprendre	2.00	834.00	11.00	0.999458
arabe	dire	8.00	834.00	99.00	0.188528
arabe	Sud	2.00	834.00	5.00	1.787915
arabe	chose	3.00	834.00	60.00	-0.291526
arabe	dictature	1.00	834.00	1.00	2.704206
arabe	élaborer	1.00	834.00	1.00	2.704206
arabe	division	1.00	834.00	1.00	2.704206
arabe	endroit	1.00	834.00	21.00	-0.340317
arabe	nouvelle	2.00	834.00	2.00	2.704206
arabe	mousser	1.00	834.00	1.00	2.704206
arabe	propre	1.00	834.00	19.00	-0.240233
arabe	influence	1.00	834.00	1.00	2.704206
arabe	choisir	1.00	834.00	7.00	0.758296
arabe	imam	1.00	834.00	1.00	2.704206
arabe	réveiller	1.00	834.00	1.00	2.704206
arabe	société	3.00	834.00	3.00	2.704206
arabe	caractère	1.00	834.00	1.00	2.704206
arabe	age	2.00	834.00	2.00	2.704206
arabe	germanique	1.00	834.00	1.00	2.704206
arabe	annuler	1.00	834.00	1.00	2.704206
arabe	situation-là	1.00	834.00	1.00	2.704206
arabe	séparer	1.00	834.00	2.00	2.011059
arabe	émirat	1.00	834.00	1.00	2.704206
arabe	créer	4.00	834.00	21.00	1.045978
arabe	aspect	1.00	834.00	2.00	2.011059
arabe	aurions-nous	1.00	834.00	1.00	2.704206
arabe	proximité	1.00	834.00	2.00	2.011059
arabe	parler	1.00	834.00	32.00	-0.761530
arabe	terme	1.00	834.00	4.00	1.317912
arabe	changement	1.00	834.00	2.00	2.011059
arabe	argent	1.00	834.00	5.00	1.094768
arabe	religieux	1.00	834.00	5.00	1.094768
arabe	historien	2.00	834.00	2.00	2.704206
arabe	commun	1.00	834.00	4.00	1.317912
arabe	joli	1.00	834.00	3.00	1.605594
arabe	important	2.00	834.00	19.00	0.452914
arabe	pratique	1.00	834.00	9.00	0.506981
arabe	traverser	1.00	834.00	10.00	0.401621
arabe	lancer	1.00	834.00	11.00	0.306311
arabe	parallèle	1.00	834.00	3.00	1.605594
arabe	vivant	2.00	834.00	6.00	1.605594
arabe	renverser	1.00	834.00	4.00	1.317912
arabe	israélien	1.00	834.00	1.00	2.704206
arabe	an	2.00	834.00	50.00	-0.514670
arabe	adopter	1.00	834.00	2.00	2.011059
arabe	faire	6.00	834.00	191.00	-0.756308
arabe	vouloir	5.00	834.00	56.00	0.288292
arabe	passer	6.00	834.00	47.00	0.645818
arabe	jeunesse	1.00	834.00	1.00	2.704206
arabe	subsaharienne	1.00	834.00	1.00	2.704206
arabe	transition	1.00	834.00	4.00	1.317912
arabe	millier	1.00	834.00	9.00	0.506981
arabe	utiliser	4.00	834.00	49.00	0.198680
arabe	fois	2.00	834.00	32.00	-0.068383
arabe	gorge	1.00	834.00	2.00	2.011059
arabe	construction	1.00	834.00	2.00	2.011059
arabe	révolter	1.00	834.00	1.00	2.704206
arabe	information	3.00	834.00	6.00	2.011059
arabe	chiffre	2.00	834.00	3.00	2.298741
arabe	artiste	2.00	834.00	3.00	2.298741
arabe	hypnotique	1.00	834.00	2.00	2.011059
arabe	va-t-il	1.00	834.00	1.00	2.704206
arabe	amener	1.00	834.00	7.00	0.758296
arabe	intérêt	1.00	834.00	3.00	1.605594
arabe	incantatoire	1.00	834.00	1.00	2.704206
arabe	monde	24.00	834.00	64.00	1.723377
arabe	programmation	1.00	834.00	1.00	2.704206
arabe	point	2.00	834.00	15.00	0.689303
arabe	penser	2.00	834.00	29.00	0.030057
arabe	conseiller	1.00	834.00	1.00	2.704206
arabe	tribal	2.00	834.00	2.00	2.704206
arabe	patron	1.00	834.00	1.00	2.704206
arabe	nord	1.00	834.00	2.00	2.011059
arabe	village	1.00	834.00	5.00	1.094768
arabe	libéral	2.00	834.00	2.00	2.704206
arabe	compter	1.00	834.00	5.00	1.094768
arabe	faible	1.00	834.00	3.00	1.605594
arabe	Irak	4.00	834.00	4.00	2.704206
arabe	flipper	2.00	834.00	2.00	2.704206
arabe	organisme	1.00	834.00	2.00	2.011059
arabe	longue	1.00	834.00	4.00	1.317912
arabe	égaler	1.00	834.00	1.00	2.704206
arabe	considérer	1.00	834.00	3.00	1.605594
arabe	collège	1.00	834.00	1.00	2.704206
arabe	avenir	1.00	834.00	6.00	0.912446
arabe	marcher	2.00	834.00	19.00	0.452914
arabe	avoir	55.00	834.00	749.00	0.092800
arabe	chant	1.00	834.00	11.00	0.306311
arabe	possible	1.00	834.00	5.00	1.094768
arabe	cathartique	1.00	834.00	1.00	2.704206
arabe	libanais	1.00	834.00	1.00	2.704206
arabe	conspiration	1.00	834.00	2.00	2.011059
arabe	grandir	1.00	834.00	7.00	0.758296
arabe	différence	1.00	834.00	4.00	1.317912
arabe	Internet	1.00	834.00	6.00	0.912446
arabe	mener	2.00	834.00	4.00	2.011059
arabe	a-t-il	1.00	834.00	2.00	2.011059
arabe	lumière	1.00	834.00	7.00	0.758296
arabe	extrémisme	2.00	834.00	2.00	2.704206
arabe	globaliser	1.00	834.00	1.00	2.704206
arabe	livre	2.00	834.00	9.00	1.200128
arabe	appuyer	1.00	834.00	4.00	1.317912
arabe	région	2.00	834.00	3.00	2.298741
arabe	ville	2.00	834.00	22.00	0.306311
arabe	verset	2.00	834.00	2.00	2.704206
arabe	soumission	1.00	834.00	1.00	2.704206
arabe	plante	1.00	834.00	5.00	1.094768
arabe	général	1.00	834.00	9.00	0.506981
arabe	comprendre	5.00	834.00	16.00	1.541055
arabe	satellite	1.00	834.00	1.00	2.704206
arabe	effondrer	1.00	834.00	1.00	2.704206
arabe	cerveau	1.00	834.00	5.00	1.094768
arabe	oublier	1.00	834.00	3.00	1.605594
arabe	intéressant	1.00	834.00	4.00	1.317912
arabe	inspirer	1.00	834.00	3.00	1.605594
