target	context	f_tc	f_t	f_c	pmi
banane	taille	1.00	136.00	7.00	2.571874
banane	dernier	1.00	136.00	23.00	1.382290
banane	bon	2.00	136.00	24.00	2.032878
banane	embouteillage	1.00	136.00	1.00	4.517784
banane	acétate	1.00	136.00	1.00	4.517784
banane	an	1.00	136.00	50.00	0.605761
banane	équateur	2.00	136.00	2.00	4.517784
banane	film	1.00	136.00	12.00	2.032878
banane	vulnérable	1.00	136.00	2.00	3.824637
banane	maison	1.00	136.00	32.00	1.052049
banane	découvrir	1.00	136.00	9.00	2.320560
banane	papaye	2.00	136.00	2.00	4.517784
banane	vert	1.00	136.00	8.00	2.438343
banane	rapport	3.00	136.00	11.00	3.218501
banane	orange	2.00	136.00	2.00	4.517784
banane	seringue	1.00	136.00	1.00	4.517784
banane	rentrant	1.00	136.00	1.00	4.517784
banane	récompense	1.00	136.00	2.00	3.824637
banane	économiser	1.00	136.00	7.00	2.571874
banane	trouver	1.00	136.00	41.00	0.804212
banane	ombre	1.00	136.00	3.00	3.419172
banane	selle	1.00	136.00	1.00	4.517784
banane	être	4.00	136.00	822.00	-0.807662
banane	poire	1.00	136.00	1.00	4.517784
banane	chimpanzé	1.00	136.00	1.00	4.517784
banane	tomate	1.00	136.00	1.00	4.517784
banane	truffer	1.00	136.00	1.00	4.517784
banane	muffin	1.00	136.00	1.00	4.517784
banane	pause	1.00	136.00	1.00	4.517784
banane	petit	2.00	136.00	44.00	1.426742
banane	différent	1.00	136.00	25.00	1.298909
banane	état	1.00	136.00	12.00	2.032878
banane	air	1.00	136.00	17.00	1.684571
banane	guidon	1.00	136.00	1.00	4.517784
banane	juste	1.00	136.00	20.00	1.522052
banane	maturité	1.00	136.00	1.00	4.517784
banane	chocolat	7.00	136.00	8.00	4.384253
banane	aller	3.00	136.00	120.00	0.828905
banane	pénible	1.00	136.00	1.00	4.517784
banane	avoir	7.00	136.00	749.00	-0.155044
banane	chewing-gum	1.00	136.00	1.00	4.517784
banane	peau	1.00	136.00	3.00	3.419172
banane	immédiat	1.00	136.00	1.00	4.517784
banane	hypothétique	1.00	136.00	1.00	4.517784
banane	ouverture	1.00	136.00	1.00	4.517784
banane	cerveau	1.00	136.00	5.00	2.908346
banane	réponse	1.00	136.00	2.00	3.824637
banane	grandir	1.00	136.00	7.00	2.571874
banane	arrêter	1.00	136.00	19.00	1.573345
banane	prédire	1.00	136.00	7.00	2.571874
banane	gratification	1.00	136.00	1.00	4.517784
banane	hexile	1.00	136.00	1.00	4.517784
banane	alimentaire	1.00	136.00	1.00	4.517784
banane	fleur	1.00	136.00	5.00	2.908346
banane	spécification	1.00	136.00	1.00	4.517784
banane	plante	1.00	136.00	5.00	2.908346
banane	prendre	2.00	136.00	66.00	1.021277
banane	perception	1.00	136.00	2.00	3.824637
banane	bière	1.00	136.00	1.00	4.517784
banane	supermarché	1.00	136.00	1.00	4.517784
banane	oublier	1.00	136.00	3.00	3.419172
banane	âge	1.00	136.00	2.00	3.824637
banane	jour	1.00	136.00	27.00	1.221948
banane	arbre	1.00	136.00	11.00	2.119889
banane	dire	2.00	136.00	99.00	0.615812
banane	chose	1.00	136.00	60.00	0.423440
banane	son	1.00	136.00	7.00	2.571874
banane	cacahuète	1.00	136.00	1.00	4.517784
banane	penser	3.00	136.00	29.00	2.249101
banane	endroit	1.00	136.00	21.00	1.473262
banane	créer	1.00	136.00	21.00	1.473262
banane	prochain	2.00	136.00	4.00	3.824637
banane	clair	1.00	136.00	1.00	4.517784
banane	choisir	3.00	136.00	7.00	3.670487
banane	sentir	3.00	136.00	12.00	3.131490
banane	acheter	2.00	136.00	24.00	2.032878
banane	voix	1.00	136.00	3.00	3.419172
banane	clic	1.00	136.00	3.00	3.419172
banane	doute	1.00	136.00	2.00	3.824637
banane	forme	1.00	136.00	5.00	2.908346
banane	macadam	1.00	136.00	1.00	4.517784
banane	donner	2.00	136.00	23.00	2.075437
banane	haut	1.00	136.00	6.00	2.726025
cheval	laisser	1.00	783.00	9.00	0.570082
cheval	fantômatique	1.00	783.00	1.00	2.767307
cheval	pouvoir	16.00	783.00	199.00	0.246590
cheval	croiser	1.00	783.00	1.00	2.767307
cheval	angle	1.00	783.00	3.00	1.668694
cheval	fabriquer	1.00	783.00	11.00	0.369411
cheval	informatique	1.00	783.00	4.00	1.381012
cheval	avion	1.00	783.00	28.00	-0.564898
cheval	oiseau	2.00	783.00	30.00	0.059256
cheval	devenir	2.00	783.00	24.00	0.282400
cheval	signifier	1.00	783.00	5.00	1.157869
cheval	base-ball	1.00	783.00	1.00	2.767307
cheval	apparaître	1.00	783.00	3.00	1.668694
cheval	réseau	1.00	783.00	10.00	0.464722
cheval	mode	1.00	783.00	3.00	1.668694
cheval	corps	1.00	783.00	10.00	0.464722
cheval	transparent	1.00	783.00	3.00	1.668694
cheval	avantage	1.00	783.00	1.00	2.767307
cheval	diapositive	1.00	783.00	1.00	2.767307
cheval	cheval	12.00	783.00	22.00	2.161171
cheval	train	2.00	783.00	22.00	0.369411
cheval	bout	1.00	783.00	8.00	0.687865
cheval	personne	2.00	783.00	36.00	-0.123065
cheval	dangereux	1.00	783.00	3.00	1.668694
cheval	conserver	1.00	783.00	1.00	2.767307
cheval	historique	1.00	783.00	1.00	2.767307
cheval	écrire	1.00	783.00	12.00	0.282400
cheval	puissance	1.00	783.00	3.00	1.668694
cheval	concevoir	2.00	783.00	15.00	0.752404
cheval	amoureux	1.00	783.00	3.00	1.668694
cheval	étudier	2.00	783.00	7.00	1.514544
cheval	gagner	3.00	783.00	7.00	1.920009
cheval	mettre	2.00	783.00	36.00	-0.123065
cheval	probabilité	2.00	783.00	3.00	2.361841
cheval	mythique	1.00	783.00	1.00	2.767307
cheval	spectateur	1.00	783.00	2.00	2.074159
cheval	certain	2.00	783.00	7.00	1.514544
cheval	cœur	1.00	783.00	2.00	2.074159
cheval	indicateur	1.00	783.00	1.00	2.767307
cheval	moitié	1.00	783.00	6.00	0.975547
cheval	travail	2.00	783.00	7.00	1.514544
cheval	fioriture	1.00	783.00	1.00	2.767307
cheval	guerre	2.00	783.00	6.00	1.668694
cheval	cloner	3.00	783.00	3.00	2.767307
cheval	mouton	1.00	783.00	1.00	2.767307
cheval	lieu	2.00	783.00	10.00	1.157869
cheval	voiture	5.00	783.00	97.00	-0.197966
cheval	travers	1.00	783.00	11.00	0.369411
cheval	chapeau	1.00	783.00	1.00	2.767307
cheval	chalet	1.00	783.00	1.00	2.767307
cheval	même	5.00	783.00	27.00	1.080908
cheval	petit	1.00	783.00	44.00	-1.016883
cheval	haras	2.00	783.00	2.00	2.767307
cheval	enfant	4.00	783.00	17.00	1.320388
cheval	cheveu	1.00	783.00	5.00	1.157869
cheval	guéri	1.00	783.00	1.00	2.767307
cheval	étrange	1.00	783.00	8.00	0.687865
cheval	course	3.00	783.00	31.00	0.431932
cheval	sûr	2.00	783.00	18.00	0.570082
cheval	aide	1.00	783.00	4.00	1.381012
cheval	écouter	1.00	783.00	5.00	1.157869
cheval	histoire	3.00	783.00	11.00	1.468024
cheval	pays	1.00	783.00	27.00	-0.528530
cheval	dimension	1.00	783.00	3.00	1.668694
cheval	dénommer	1.00	783.00	1.00	2.767307
cheval	vétérinaire	1.00	783.00	2.00	2.074159
cheval	camion	1.00	783.00	12.00	0.282400
cheval	baiser	1.00	783.00	2.00	2.074159
cheval	chercher	1.00	783.00	6.00	0.975547
cheval	harnais	1.00	783.00	2.00	2.074159
cheval	colère	1.00	783.00	1.00	2.767307
cheval	rotin	1.00	783.00	1.00	2.767307
cheval	temps	1.00	783.00	29.00	-0.599989
cheval	remorquage	1.00	783.00	2.00	2.074159
cheval	difficile	1.00	783.00	5.00	1.157869
cheval	roi	2.00	783.00	2.00	2.767307
cheval	accompagner	1.00	783.00	2.00	2.074159
cheval	solitaire	2.00	783.00	2.00	2.767307
cheval	mourir	1.00	783.00	18.00	-0.123065
cheval	bouteille	1.00	783.00	3.00	1.668694
cheval	femme	1.00	783.00	17.00	-0.065907
cheval	répéter	1.00	783.00	1.00	2.767307
cheval	seul	1.00	783.00	25.00	-0.451569
cheval	frontière	1.00	783.00	3.00	1.668694
cheval	montrer	2.00	783.00	16.00	0.687865
cheval	vapeur	1.00	783.00	2.00	2.074159
cheval	neige	1.00	783.00	2.00	2.074159
cheval	genre	4.00	783.00	14.00	1.514544
cheval	voir	12.00	783.00	96.00	0.687865
cheval	poursuivre	1.00	783.00	2.00	2.074159
cheval	bataille	4.00	783.00	5.00	2.544163
cheval	mondial	2.00	783.00	5.00	1.851016
cheval	mignon	1.00	783.00	5.00	1.157869
cheval	enlèvait	1.00	783.00	1.00	2.767307
cheval	couvercle	1.00	783.00	1.00	2.767307
cheval	exiger	1.00	783.00	2.00	2.074159
cheval	anglais	1.00	783.00	6.00	0.975547
cheval	développer	1.00	783.00	9.00	0.570082
cheval	regarder	2.00	783.00	28.00	0.128249
cheval	exister	1.00	783.00	6.00	0.975547
cheval	phase	1.00	783.00	1.00	2.767307
cheval	courir	3.00	783.00	6.00	2.074159
cheval	inhabituel	1.00	783.00	3.00	1.668694
cheval	blanc	6.00	783.00	12.00	2.074159
cheval	conduire	1.00	783.00	59.00	-1.310231
cheval	envoyer	1.00	783.00	10.00	0.464722
cheval	carrosse	1.00	783.00	1.00	2.767307
cheval	service	1.00	783.00	5.00	1.157869
cheval	gouvernement	1.00	783.00	10.00	0.464722
cheval	anneau	2.00	783.00	3.00	2.361841
cheval	âne	1.00	783.00	1.00	2.767307
cheval	révéler	1.00	783.00	4.00	1.381012
cheval	pensez-vous	1.00	783.00	2.00	2.074159
cheval	enclos	1.00	783.00	1.00	2.767307
cheval	Kalashnikovs	1.00	783.00	1.00	2.767307
cheval	fort	2.00	783.00	4.00	2.074159
cheval	abeille	1.00	783.00	13.00	0.202357
cheval	pari	1.00	783.00	1.00	2.767307
cheval	bon	1.00	783.00	24.00	-0.410747
cheval	dos	2.00	783.00	4.00	2.074159
cheval	autre	4.00	783.00	66.00	-0.036054
cheval	imprévisible	1.00	783.00	1.00	2.767307
cheval	retourner	1.00	783.00	2.00	2.074159
cheval	face	1.00	783.00	7.00	0.821396
cheval	marionnettiste	1.00	783.00	1.00	2.767307
cheval	vertical	1.00	783.00	3.00	1.668694
cheval	gens	1.00	783.00	39.00	-0.896255
cheval	casquette	1.00	783.00	1.00	2.767307
cheval	abri	1.00	783.00	3.00	1.668694
cheval	prêt	1.00	783.00	2.00	2.074159
cheval	culture	1.00	783.00	3.00	1.668694
cheval	arrivée	1.00	783.00	1.00	2.767307
cheval	littérature	1.00	783.00	2.00	2.074159
cheval	nuit	1.00	783.00	8.00	0.687865
cheval	type	1.00	783.00	15.00	0.059256
cheval	rendre	2.00	783.00	16.00	0.687865
cheval	lance	2.00	783.00	2.00	2.767307
cheval	donner	2.00	783.00	23.00	0.324960
cheval	reine	1.00	783.00	1.00	2.767307
cheval	encercler	1.00	783.00	1.00	2.767307
cheval	agricole	2.00	783.00	2.00	2.767307
cheval	approprié	1.00	783.00	1.00	2.767307
cheval	argile	2.00	783.00	2.00	2.767307
cheval	kilomètre	3.00	783.00	10.00	1.563334
cheval	enquêter	1.00	783.00	1.00	2.767307
cheval	quart	1.00	783.00	2.00	2.074159
cheval	commencer	2.00	783.00	33.00	-0.036054
cheval	amitié	1.00	783.00	1.00	2.767307
cheval	environnemental	1.00	783.00	2.00	2.074159
cheval	milieu	1.00	783.00	4.00	1.381012
cheval	poitrine	2.00	783.00	2.00	2.767307
cheval	impression	2.00	783.00	5.00	1.851016
cheval	progrès	2.00	783.00	2.00	2.767307
cheval	transformer	1.00	783.00	12.00	0.282400
cheval	brandir	1.00	783.00	1.00	2.767307
cheval	terre	2.00	783.00	2.00	2.767307
cheval	quartier	1.00	783.00	5.00	1.157869
cheval	chameau	1.00	783.00	5.00	1.157869
cheval	humain	1.00	783.00	18.00	-0.123065
cheval	poubelle	1.00	783.00	1.00	2.767307
cheval	américain	1.00	783.00	10.00	0.464722
cheval	engager	2.00	783.00	4.00	2.074159
cheval	or	2.00	783.00	4.00	2.074159
cheval	construire	2.00	783.00	24.00	0.282400
cheval	plan	1.00	783.00	2.00	2.074159
cheval	bombe	1.00	783.00	3.00	1.668694
cheval	vendre	3.00	783.00	10.00	1.563334
cheval	être	63.00	783.00	822.00	0.198701
cheval	dégustation	1.00	783.00	1.00	2.767307
cheval	disparaître	2.00	783.00	5.00	1.851016
cheval	partir	2.00	783.00	13.00	0.895504
cheval	vrai	2.00	783.00	8.00	1.381012
cheval	allemand	1.00	783.00	3.00	1.668694
cheval	armée	1.00	783.00	4.00	1.381012
cheval	intituler	1.00	783.00	3.00	1.668694
cheval	centaine	1.00	783.00	6.00	0.975547
cheval	fumier	1.00	783.00	1.00	2.767307
cheval	camp	1.00	783.00	2.00	2.074159
cheval	rapprocher	1.00	783.00	4.00	1.381012
cheval	photo	1.00	783.00	24.00	-0.410747
cheval	maréchal	2.00	783.00	2.00	2.767307
cheval	hui	1.00	783.00	14.00	0.128249
cheval	derrière	2.00	783.00	2.00	2.767307
cheval	éviscérer	1.00	783.00	1.00	2.767307
cheval	moteur	2.00	783.00	19.00	0.516015
cheval	mitrailleuse	1.00	783.00	1.00	2.767307
cheval	peau	1.00	783.00	3.00	1.668694
cheval	pourcentage	1.00	783.00	1.00	2.767307
cheval	propre	1.00	783.00	19.00	-0.177132
cheval	ferrant	2.00	783.00	2.00	2.767307
cheval	manière	1.00	783.00	10.00	0.464722
cheval	prédire	2.00	783.00	7.00	1.514544
cheval	obliger	1.00	783.00	1.00	2.767307
cheval	savoir	4.00	783.00	46.00	0.324960
cheval	image	1.00	783.00	10.00	0.464722
cheval	bondir	1.00	783.00	1.00	2.767307
cheval	dessin	1.00	783.00	3.00	1.668694
cheval	promenade	1.00	783.00	1.00	2.767307
cheval	côté	1.00	783.00	17.00	-0.065907
cheval	choix	2.00	783.00	7.00	1.514544
cheval	extérieur	1.00	783.00	4.00	1.381012
cheval	fille	2.00	783.00	9.00	1.263229
cheval	attelage	1.00	783.00	2.00	2.074159
cheval	couvrir	1.00	783.00	1.00	2.767307
cheval	gonfler	1.00	783.00	2.00	2.074159
cheval	monde	1.00	783.00	64.00	-1.391576
cheval	ancêtre	1.00	783.00	1.00	2.767307
cheval	terreur	1.00	783.00	1.00	2.767307
cheval	yack	1.00	783.00	1.00	2.767307
cheval	montagne	1.00	783.00	10.00	0.464722
cheval	dire	7.00	783.00	99.00	0.118097
cheval	porter	1.00	783.00	10.00	0.464722
cheval	chose	6.00	783.00	60.00	0.464722
cheval	autorité	1.00	783.00	1.00	2.767307
cheval	tout	1.00	783.00	2.00	2.074159
cheval	respirer	3.00	783.00	3.00	2.767307
cheval	système	1.00	783.00	11.00	0.369411
cheval	sol	1.00	783.00	9.00	0.570082
cheval	son	1.00	783.00	7.00	0.821396
cheval	battre	1.00	783.00	8.00	0.687865
cheval	couleur	1.00	783.00	7.00	0.821396
cheval	marchandise	1.00	783.00	1.00	2.767307
cheval	bande	1.00	783.00	2.00	2.074159
cheval	nourrir	1.00	783.00	6.00	0.975547
cheval	agneau	1.00	783.00	1.00	2.767307
cheval	cou	1.00	783.00	1.00	2.767307
cheval	importer	1.00	783.00	26.00	-0.490790
cheval	sacrifice	1.00	783.00	1.00	2.767307
cheval	transporter	2.00	783.00	5.00	1.851016
cheval	adulte	1.00	783.00	1.00	2.767307
cheval	semaine	1.00	783.00	11.00	0.369411
cheval	vitesse	2.00	783.00	13.00	0.895504
cheval	trait	1.00	783.00	1.00	2.767307
cheval	hennissement	1.00	783.00	1.00	2.767307
cheval	transparence	1.00	783.00	1.00	2.767307
cheval	remplacer	1.00	783.00	5.00	1.157869
cheval	parler	1.00	783.00	32.00	-0.698429
cheval	naissance	1.00	783.00	2.00	2.074159
cheval	voler	1.00	783.00	43.00	-0.993894
cheval	dieu	1.00	783.00	1.00	2.767307
cheval	communication	1.00	783.00	3.00	1.668694
cheval	échasse	1.00	783.00	1.00	2.767307
cheval	émotionnel	1.00	783.00	1.00	2.767307
cheval	servir	1.00	783.00	6.00	0.975547
cheval	important	3.00	783.00	19.00	0.921480
cheval	manger	1.00	783.00	18.00	-0.123065
cheval	éléphant	1.00	783.00	3.00	1.668694
cheval	superbe	1.00	783.00	3.00	1.668694
cheval	rester	2.00	783.00	10.00	1.157869
cheval	dominer	1.00	783.00	2.00	2.074159
cheval	crâne	1.00	783.00	1.00	2.767307
cheval	plein	1.00	783.00	11.00	0.369411
cheval	cavalier	1.00	783.00	1.00	2.767307
cheval	enrôler	1.00	783.00	2.00	2.074159
cheval	passer	4.00	783.00	47.00	0.303453
cheval	forcer	1.00	783.00	2.00	2.074159
cheval	usine	1.00	783.00	3.00	1.668694
cheval	manipuler	1.00	783.00	1.00	2.767307
cheval	affreux	1.00	783.00	1.00	2.767307
cheval	millier	1.00	783.00	9.00	0.570082
cheval	utiliser	1.00	783.00	49.00	-1.124514
cheval	litre	1.00	783.00	1.00	2.767307
cheval	fois	4.00	783.00	32.00	0.687865
cheval	mort	2.00	783.00	7.00	1.514544
cheval	parier	1.00	783.00	1.00	2.767307
cheval	mer	1.00	783.00	4.00	1.381012
cheval	écrouler	1.00	783.00	2.00	2.074159
cheval	surcharger	1.00	783.00	1.00	2.767307
cheval	artiste	1.00	783.00	3.00	1.668694
cheval	porte	1.00	783.00	3.00	1.668694
cheval	facile	1.00	783.00	4.00	1.381012
cheval	fusée	1.00	783.00	4.00	1.381012
cheval	bleu	1.00	783.00	6.00	0.975547
cheval	gros	3.00	783.00	19.00	0.921480
cheval	ouvrir	1.00	783.00	7.00	0.821396
cheval	point	1.00	783.00	15.00	0.059256
cheval	existence	1.00	783.00	1.00	2.767307
cheval	gars	2.00	783.00	6.00	1.668694
cheval	tas	1.00	783.00	4.00	1.381012
cheval	antibiotique	1.00	783.00	1.00	2.767307
cheval	ressembler	3.00	783.00	28.00	0.533714
cheval	audition	1.00	783.00	1.00	2.767307
cheval	brindille	1.00	783.00	1.00	2.767307
cheval	faire	22.00	783.00	191.00	0.606076
cheval	différent	1.00	783.00	25.00	-0.451569
cheval	équestre	1.00	783.00	1.00	2.767307
cheval	roue	1.00	783.00	6.00	0.975547
cheval	renne	1.00	783.00	1.00	2.767307
cheval	chaleur	2.00	783.00	2.00	2.767307
cheval	juste	1.00	783.00	20.00	-0.228426
cheval	évolution	1.00	783.00	1.00	2.767307
cheval	instrument	1.00	783.00	1.00	2.767307
cheval	authenticité	1.00	783.00	1.00	2.767307
cheval	considérer	1.00	783.00	3.00	1.668694
cheval	dessiner	1.00	783.00	9.00	0.570082
cheval	fonctionner	1.00	783.00	9.00	0.570082
cheval	vouloir	3.00	783.00	56.00	-0.159433
cheval	avoir	36.00	783.00	749.00	-0.267913
cheval	évier	1.00	783.00	1.00	2.767307
cheval	grandir	1.00	783.00	7.00	0.821396
cheval	vaisseau	1.00	783.00	2.00	2.074159
cheval	discussion	1.00	783.00	3.00	1.668694
cheval	suite	1.00	783.00	5.00	1.157869
cheval	tête	3.00	783.00	7.00	1.920009
cheval	parcours	1.00	783.00	1.00	2.767307
cheval	oreille	1.00	783.00	4.00	1.381012
cheval	vin	2.00	783.00	3.00	2.361841
cheval	ville	1.00	783.00	22.00	-0.323736
cheval	cowboy	2.00	783.00	2.00	2.767307
cheval	intérieur	2.00	783.00	15.00	0.752404
cheval	souvenir	1.00	783.00	4.00	1.381012
cheval	général	1.00	783.00	9.00	0.570082
cheval	éclairagiste	1.00	783.00	1.00	2.767307
cheval	est-elle	1.00	783.00	2.00	2.074159
cheval	mauvais	1.00	783.00	2.00	2.074159
cheval	matériel	2.00	783.00	5.00	1.851016
cheval	clôture	1.00	783.00	2.00	2.074159
cheval	espace	1.00	783.00	10.00	0.464722
cheval	jour	3.00	783.00	27.00	0.570082
cheval	garçon	1.00	783.00	2.00	2.074159
cheval	enfer	1.00	783.00	1.00	2.767307
cheval	frisé	1.00	783.00	1.00	2.767307
cheval	bandage	1.00	783.00	1.00	2.767307
cheval	grand	4.00	783.00	38.00	0.516015
cheval	plastique	1.00	783.00	1.00	2.767307
cheval	jaune	1.00	783.00	1.00	2.767307
cheval	campagne	1.00	783.00	4.00	1.381012
cheval	42e	1.00	783.00	1.00	2.767307
cheval	maître	1.00	783.00	1.00	2.767307
cheval	atteindre	1.00	783.00	1.00	2.767307
cheval	crocodile	1.00	783.00	3.00	1.668694
cheval	chemin	1.00	783.00	7.00	0.821396
cheval	compte	1.00	783.00	8.00	0.687865
cheval	exploser	1.00	783.00	1.00	2.767307
cheval	est-ce	1.00	783.00	8.00	0.687865
cheval	espèce	1.00	783.00	15.00	0.059256
cheval	aérien	1.00	783.00	3.00	1.668694
cheval	centre	1.00	783.00	6.00	0.975547
cheval	Édimbourg	1.00	783.00	1.00	2.767307
cheval	moto	1.00	783.00	7.00	0.821396
cheval	échelle	1.00	783.00	4.00	1.381012
cheval	transport	1.00	783.00	10.00	0.464722
cheval	avancer	2.00	783.00	4.00	2.074159
cheval	sortir	2.00	783.00	22.00	0.369411
cheval	tranquille	1.00	783.00	1.00	2.767307
cheval	jeter	1.00	783.00	6.00	0.975547
cheval	alternative	1.00	783.00	3.00	1.668694
cheval	finir	2.00	783.00	10.00	1.157869
cheval	voisin	1.00	783.00	5.00	1.157869
cheval	talon	1.00	783.00	1.00	2.767307
cheval	queue	3.00	783.00	11.00	1.468024
cheval	partie	1.00	783.00	9.00	0.570082
cheval	monter	6.00	783.00	26.00	1.300970
cheval	falloir	1.00	783.00	7.00	0.821396
cheval	hasard	1.00	783.00	3.00	1.668694
cheval	production	3.00	783.00	7.00	1.920009
cheval	réutilisable	1.00	783.00	2.00	2.074159
cheval	moment	2.00	783.00	12.00	0.975547
cheval	description	1.00	783.00	1.00	2.767307
cheval	secouer	1.00	783.00	1.00	2.767307
cheval	professeur	1.00	783.00	1.00	2.767307
cheval	siècle	1.00	783.00	10.00	0.464722
cheval	talent	1.00	783.00	1.00	2.767307
cheval	esthétique	1.00	783.00	1.00	2.767307
cheval	court	1.00	783.00	2.00	2.074159
cheval	regrouper	1.00	783.00	3.00	1.668694
cheval	tirer	2.00	783.00	7.00	1.514544
cheval	nylon	2.00	783.00	2.00	2.767307
cheval	hongre	1.00	783.00	1.00	2.767307
cheval	bouger	1.00	783.00	5.00	1.157869
cheval	découvrir	1.00	783.00	9.00	0.570082
cheval	aujourd'	1.00	783.00	12.00	0.282400
cheval	tuer	2.00	783.00	23.00	0.324960
cheval	peur	2.00	783.00	7.00	1.514544
cheval	suivre	1.00	783.00	7.00	0.821396
cheval	celle-ci	1.00	783.00	2.00	2.074159
cheval	surveiller	1.00	783.00	2.00	2.074159
cheval	éclairer	3.00	783.00	4.00	2.479625
cheval	trouver	1.00	783.00	41.00	-0.946265
cheval	zèbre	1.00	783.00	1.00	2.767307
cheval	permettre	1.00	783.00	14.00	0.128249
cheval	absoudre	1.00	783.00	1.00	2.767307
cheval	emmener	1.00	783.00	11.00	0.369411
cheval	arriver	1.00	783.00	21.00	-0.277216
cheval	cavalcader	1.00	783.00	1.00	2.767307
cheval	descendre	2.00	783.00	6.00	1.668694
cheval	charge	1.00	783.00	1.00	2.767307
cheval	scène	2.00	783.00	3.00	2.361841
cheval	comportement	1.00	783.00	2.00	2.074159
cheval	air	1.00	783.00	17.00	-0.065907
cheval	parenthèse	1.00	783.00	1.00	2.767307
cheval	souligner	2.00	783.00	3.00	2.361841
cheval	maltraiter	2.00	783.00	3.00	2.361841
cheval	charriots	1.00	783.00	2.00	2.074159
cheval	conducteur	1.00	783.00	10.00	0.464722
cheval	carriole	6.00	783.00	8.00	2.479625
cheval	vélo	2.00	783.00	15.00	0.752404
cheval	retravailler	1.00	783.00	1.00	2.767307
cheval	chocolat	1.00	783.00	8.00	0.687865
cheval	projet	1.00	783.00	10.00	0.464722
cheval	parcourir	1.00	783.00	2.00	2.074159
cheval	traitement	1.00	783.00	1.00	2.767307
cheval	narine	1.00	783.00	1.00	2.767307
cheval	aller	7.00	783.00	120.00	-0.074275
cheval	périlleux	1.00	783.00	1.00	2.767307
cheval	auto-stop	1.00	783.00	1.00	2.767307
cheval	tomber	1.00	783.00	7.00	0.821396
cheval	Prometea	1.00	783.00	1.00	2.767307
cheval	souffrir	1.00	783.00	1.00	2.767307
cheval	dramatique	1.00	783.00	1.00	2.767307
cheval	kilo	3.00	783.00	5.00	2.256481
cheval	cerfs-volants	1.00	783.00	2.00	2.074159
cheval	fantôme	1.00	783.00	1.00	2.767307
cheval	distance	1.00	783.00	2.00	2.074159
cheval	supplice	1.00	783.00	1.00	2.767307
cheval	favori	1.00	783.00	1.00	2.767307
cheval	loup	1.00	783.00	3.00	1.668694
cheval	main	2.00	783.00	12.00	0.975547
cheval	canon	1.00	783.00	1.00	2.767307
cheval	tonte	1.00	783.00	1.00	2.767307
cheval	réaliste	2.00	783.00	3.00	2.361841
cheval	funérailles	1.00	783.00	1.00	2.767307
cheval	spectacle	1.00	783.00	2.00	2.074159
cheval	char	1.00	783.00	1.00	2.767307
cheval	clonage	2.00	783.00	2.00	2.767307
cheval	marionnette	2.00	783.00	2.00	2.767307
cheval	franchir	1.00	783.00	1.00	2.767307
cheval	écarteler	1.00	783.00	1.00	2.767307
cheval	litière	1.00	783.00	1.00	2.767307
cheval	doux	1.00	783.00	1.00	2.767307
cheval	mouvement	2.00	783.00	8.00	1.381012
cheval	entendre	1.00	783.00	23.00	-0.368188
cheval	saison	1.00	783.00	2.00	2.074159
cheval	filet	1.00	783.00	1.00	2.767307
cheval	modération	1.00	783.00	1.00	2.767307
cheval	araignée	1.00	783.00	1.00	2.767307
cheval	devoir	6.00	783.00	58.00	0.498623
cheval	outre-monde	1.00	783.00	1.00	2.767307
cheval	millésime	2.00	783.00	2.00	2.767307
cheval	ramasser	1.00	783.00	2.00	2.074159
cheval	homme	8.00	783.00	23.00	1.711254
cheval	odeur	1.00	783.00	2.00	2.074159
crétin	mettre	1.00	56.00	36.00	1.821569
crétin	rater	1.00	56.00	1.00	5.405088
crétin	copier	1.00	56.00	1.00	5.405088
crétin	ignorant	1.00	56.00	1.00	5.405088
crétin	problème	1.00	56.00	9.00	3.207863
crétin	chose	1.00	56.00	60.00	1.310743
crétin	devenir	1.00	56.00	24.00	2.227034
crétin	concept	1.00	56.00	1.00	5.405088
crétin	appeler	1.00	56.00	21.00	2.360565
crétin	maladie	1.00	56.00	2.00	4.711940
crétin	besoin	1.00	56.00	19.00	2.460649
crétin	visage	1.00	56.00	3.00	4.306475
crétin	homme	1.00	56.00	23.00	2.269593
crétin	empire	1.00	56.00	1.00	5.405088
crétin	téléchargeas	1.00	56.00	1.00	5.405088
crétin	recevoir	1.00	56.00	2.00	4.711940
crétin	savoir	1.00	56.00	46.00	1.576446
crétin	avoir	2.00	56.00	749.00	-0.520504
crétin	abreuvoir	1.00	56.00	1.00	5.405088
crétin	marque	1.00	56.00	1.00	5.405088
crétin	discuter	1.00	56.00	2.00	4.711940
crétin	patriote	1.00	56.00	1.00	5.405088
crétin	glaçon	1.00	56.00	1.00	5.405088
crétin	air	1.00	56.00	17.00	2.571874
crétin	bande	1.00	56.00	2.00	4.711940
crétin	parler	1.00	56.00	32.00	1.939352
crétin	fille	1.00	56.00	9.00	3.207863
crétin	devoir	1.00	56.00	58.00	1.344645
crétin	idiot	1.00	56.00	2.00	4.711940
crétin	sortir	2.00	56.00	22.00	3.007192
crétin	acteur	1.00	56.00	1.00	5.405088
crétin	tirer	1.00	56.00	7.00	3.459177
crétin	regarder	1.00	56.00	28.00	2.072883
crétin	titre	1.00	56.00	1.00	5.405088
crétin	dire	1.00	56.00	99.00	0.809968
crétin	surfaire	1.00	56.00	1.00	5.405088
crétin	iPod	1.00	56.00	1.00	5.405088
